,Unnamed: 0,Unnamed: 0.1,name,description,attribution,columns_field_name,columns_name,type,categories,domain_category,domain_tags,provenance,download_count,page_views_last_month,page_views_last_week,page_views_total,page_views_total_log,domain,mash,big_mash,topic_comp,topic_comp_list,top_topic_id
1986,1986,1986,Boundaries - ZIP Codes,"['ZIP', 'Code', 'boundaries', 'in', 'Chicago', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)']",City of Chicago,[],[],map,[],Facilities & Geographic Boundaries,"['boundaries', 'gis', 'kml', 'kmz', 'shapefiles', 'map_layer']",official,3954.0,708.0,181.0,20000.0,14.2877845125,data.cityofchicago.org,"['boundaries', 'gis', 'kml', 'kmz', 'shapefiles', 'map_layer', 'facilities', '&', 'geographic', 'boundaries']","['boundaries', 'gis', 'kml', 'kmz', 'shapefiles', 'map_layer', 'facilities', '&', 'geographic', 'boundaries', 'ZIP', 'Code', 'boundaries', 'in', 'Chicago', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)']","[(0, 0.026208906955792605), (1, 0.025480769230769282), (14, 0.055161149573210506), (21, 0.050516977246763704), (24, 0.79486866898563002), (26, 0.025648143392451049)]","[(24, 0.79486866898563), (14, 0.055161149573210506), (21, 0.050516977246763704), (0, 0.026208906955792605), (26, 0.02564814339245105), (1, 0.025480769230769282)]",24
1988,1988,1988,Bike Racks - Map,"['Bike', 'racks', 'in', 'Chicago', 'To', 'view', 'or', 'use', 'the', 'attachment', 'files', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required']",City of Chicago,"['ward', 'totinstall', 'f13', 'longitude', 'community_name', 'community_area', 'location', 'historical', 'f12', 'address', 'rackid', 'latitude']","['Ward', 'TotInstall', 'F13', 'Longitude', 'Community Name', 'Community Area', 'LOCATION', 'Historical', 'F12', 'Address', 'RackID', 'Latitude']",map,[],Transportation,"['sustainability', 'gis', 'bicycling']",official,1510.0,218.0,38.0,18524.0,14.1771859221,data.cityofchicago.org,"['sustainability', 'gis', 'bicycling', 'transportation']","['sustainability', 'gis', 'bicycling', 'transportation', 'Bike', 'racks', 'in', 'Chicago', 'To', 'view', 'or', 'use', 'the', 'attachment', 'files', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required']","[(0, 0.051185567582111971), (3, 0.15380211793672383), (21, 0.050961538461538405), (23, 0.052328137193812463), (24, 0.59596006465317031), (47, 0.051531804941872913)]","[(24, 0.5959600646531703), (3, 0.15380211793672383), (23, 0.05232813719381246), (47, 0.051531804941872913), (0, 0.05118556758211197), (21, 0.050961538461538405)]",24
1998,1998,1998,Boundaries - Police Districts,"['Police', 'district', 'boundaries', 'in', 'Chicago', 'To', 'view', 'or', 'use', 'these', 'files', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required']",City of Chicago,[],[],file,[],Public Safety,"['shapefiles', 'gis', 'boundaries']",official,5552.0,91.0,11.0,15333.0,13.9044464645,data.cityofchicago.org,"['shapefiles', 'gis', 'boundaries', 'public', 'safety']","['shapefiles', 'gis', 'boundaries', 'public', 'safety', 'Police', 'district', 'boundaries', 'in', 'Chicago', 'To', 'view', 'or', 'use', 'these', 'files', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required']","[(0, 0.048725979954242063), (21, 0.087357368963452184), (24, 0.63012469174140884), (26, 0.10495032334423998), (29, 0.085801342956363089)]","[(24, 0.6301246917414088), (26, 0.10495032334423998), (21, 0.08735736896345218), (29, 0.08580134295636309), (0, 0.04872597995424206)]",24
2005,2005,2005,Boundaries - Central Business District,"[""Chicago's"", 'central', 'business', 'district', 'boundary', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)']",City of Chicago,[],[],map,[],Facilities & Geographic Boundaries,"['gis', 'shapefiles', 'boundaries', 'kml', 'kmz', 'map_layer']",official,1378.0,383.0,64.0,14096.0,13.7831005531,data.cityofchicago.org,"['gis', 'shapefiles', 'boundaries', 'kml', 'kmz', 'map_layer', 'facilities', '&', 'geographic', 'boundaries']","['gis', 'shapefiles', 'boundaries', 'kml', 'kmz', 'map_layer', 'facilities', '&', 'geographic', 'boundaries', ""Chicago's"", 'central', 'business', 'district', 'boundary', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)']","[(0, 0.025625853472075851), (1, 0.024859287054409047), (21, 0.049287658151822858), (24, 0.71978267288759434), (26, 0.027174162213165525), (28, 0.022809673933975438), (29, 0.030195676635234106), (30, 0.029488075259412678), (43, 0.026217840955163357), (48, 0.024859287054409047)]","[(24, 0.7197826728875943), (21, 0.04928765815182286), (29, 0.030195676635234106), (30, 0.029488075259412678), (26, 0.027174162213165525), (43, 0.026217840955163357), (0, 0.02562585347207585), (1, 0.024859287054409047), (48, 0.024859287054409047), (28, 0.022809673933975438)]",24
2013,2013,2013,Ward Offices,"['List', 'of', 'alderman', 'office', 'address', 'phone', 'number', 'and', 'website', 'for', 'all', '50', 'Chicago', 'wards']",City of Chicago,"['location', 'zipcode', 'city', 'state', 'alderman', 'ward', 'website', 'city_hall_zipcode', 'city_hall_phone', 'city_hall_address', 'city_hall_city', 'city_hall_state', 'address', 'ward_phone', 'email', 'ward_fax']","['LOCATION', 'ZIPCODE', 'CITY', 'STATE', 'ALDERMAN', 'WARD', 'WEBSITE', 'CITY HALL ZIPCODE', 'CITY HALL PHONE', 'CITY HALL ADDRESS', 'CITY HALL CITY', 'CITY HALL STATE', 'ADDRESS', 'WARD PHONE', 'EMAIL', 'WARD FAX']",dataset,[],Facilities & Geographic Boundaries,"['facilities', 'gis', 'ward']",official,3404.0,157.0,34.0,13204.0,13.6887966811,data.cityofchicago.org,"['facilities', 'gis', 'ward', 'facilities', '&', 'geographic', 'boundaries']","['facilities', 'gis', 'ward', 'facilities', '&', 'geographic', 'boundaries', 'List', 'of', 'alderman', 'office', 'address', 'phone', 'number', 'and', 'website', 'for', 'all', '50', 'Chicago', 'wards']","[(14, 0.085453963023547339), (22, 0.11398267603342752), (24, 0.42679220530866485), (31, 0.063701923076922989), (35, 0.065493480923790467), (37, 0.063701923076922989), (46, 0.12678729009518411)]","[(24, 0.42679220530866485), (46, 0.1267872900951841), (22, 0.11398267603342752), (14, 0.08545396302354734), (35, 0.06549348092379047), (31, 0.06370192307692299), (37, 0.06370192307692299)]",24
2015,2015,2015,Major Streets,"['Major', 'streets', 'in', 'Chicago', 'To', 'view', 'or', 'use', 'these', 'files', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required']",City of Chicago,[],[],file,[],Transportation,"['shapefiles', 'gis', 'streets']",official,9338.0,147.0,24.0,13161.0,13.6840911065,data.cityofchicago.org,"['shapefiles', 'gis', 'streets', 'transportation']","['shapefiles', 'gis', 'streets', 'transportation', 'Major', 'streets', 'in', 'Chicago', 'To', 'view', 'or', 'use', 'these', 'files', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required']","[(0, 0.053880104546721028), (3, 0.15890688259109292), (21, 0.053643724696356213), (24, 0.63235471326704351), (35, 0.053643724696356226)]","[(24, 0.6323547132670435), (3, 0.15890688259109292), (0, 0.05388010454672103), (35, 0.053643724696356226), (21, 0.05364372469635621)]",24
2019,2019,2019,Bike Racks,"['Bike', 'racks', 'in', 'Chicago', 'To', 'view', 'or', 'use', 'the', 'attachment', 'files', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required']",City of Chicago,"['address', 'location', 'f12', 'rackid', 'f13', 'community_area', 'community_name', 'ward', 'longitude', 'historical', 'latitude', 'totinstall']","['Address', 'LOCATION', 'F12', 'RackID', 'F13', 'Community Area', 'Community Name', 'Ward', 'Longitude', 'Historical', 'Latitude', 'TotInstall']",dataset,[],Transportation,"['sustainability', 'gis', 'bicycling']",official,2018.0,186.0,33.0,12348.0,13.5921065992,data.cityofchicago.org,"['sustainability', 'gis', 'bicycling', 'transportation']","['sustainability', 'gis', 'bicycling', 'transportation', 'Bike', 'racks', 'in', 'Chicago', 'To', 'view', 'or', 'use', 'the', 'attachment', 'files', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', 'is', 'required']","[(0, 0.051185657071325323), (3, 0.15380376120995859), (21, 0.050961538461538405), (23, 0.052330883056362631), (24, 0.59595522776428611), (47, 0.051532163205758805)]","[(24, 0.5959552277642861), (3, 0.1538037612099586), (23, 0.05233088305636263), (47, 0.051532163205758805), (0, 0.05118565707132532), (21, 0.050961538461538405)]",24
2024,2024,2024,Boundaries - Enterprise Zones,"['The', 'Illinois', 'Enterprise', 'Zone', 'Program', 'is', 'designed', 'to', 'stimulate', 'economic', 'growth', 'and', 'neighborhood', 'revitalization', 'in', 'economically', 'depressed', 'areas', 'of', 'the', 'state', 'For', 'more', 'information', 'about', 'this', 'program', 'go', 'to', 'http', '//www', 'commerce', 'state', 'il', 'us/dceo/Bureaus/Business_Development/Tax+Assistance/Enterprise', 'Zone', 'htm', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)']",City of Chicago,[],[],map,[],Community & Economic Development,"['map_layer', 'kmz', 'kml', 'shapefiles', 'gis', 'boundaries']",official,1209.0,393.0,101.0,11444.0,13.4824298424,data.cityofchicago.org,"['map_layer', 'kmz', 'kml', 'shapefiles', 'gis', 'boundaries', 'community', '&', 'economic', 'development']","['map_layer', 'kmz', 'kml', 'shapefiles', 'gis', 'boundaries', 'community', '&', 'economic', 'development', 'The', 'Illinois', 'Enterprise', 'Zone', 'Program', 'is', 'designed', 'to', 'stimulate', 'economic', 'growth', 'and', 'neighborhood', 'revitalization', 'in', 'economically', 'depressed', 'areas', 'of', 'the', 'state', 'For', 'more', 'information', 'about', 'this', 'program', 'go', 'to', 'http', '//www', 'commerce', 'state', 'il', 'us/dceo/Bureaus/Business_Development/Tax+Assistance/Enterprise', 'Zone', 'htm', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)']","[(0, 0.017404289653479833), (1, 0.018878209990919995), (7, 0.022311431193078334), (21, 0.037314026138028131), (24, 0.50434388078433567), (26, 0.034617539908907195), (28, 0.025676980933504626), (29, 0.031671355470619188), (33, 0.034299775276775676), (38, 0.046216603240474996), (43, 0.042150985343985592), (49, 0.089512082735589873), (50, 0.082890974923522376)]","[(24, 0.5043438807843357), (49, 0.08951208273558987), (50, 0.08289097492352238), (38, 0.046216603240474996), (43, 0.04215098534398559), (21, 0.03731402613802813), (26, 0.034617539908907195), (33, 0.034299775276775676), (29, 0.03167135547061919), (28, 0.025676980933504626), (7, 0.022311431193078334), (1, 0.018878209990919995), (0, 0.017404289653479833)]",24
11666,11835,11835,Oregon Consumer Complaints,"['Consumer', 'complaints', 'registered', 'with', 'the', 'Oregon', 'Dept', 'of', 'Justice', 'The', 'database', 'of', 'consumer', 'complaints', 'is', 'derived', 'from', 'consumer', 'contacts', 'for', 'the', 'past', '3', 'years', 'and', 'is', 'for', 'information', 'only', 'This', 'database', 'may', 'not', 'offer', 'a', 'completely', 'accurate', 'or', 'comprehensive', 'account', 'of', 'every', 'incident', 'Several', 'factors', 'including', 'a', 'company’s', 'size', 'and', 'volume', 'of', 'transactions', 'may', 'affect', 'the', 'likelihood', 'of', 'a', 'consumer', 'complaint', 'being', 'filed', 'The', 'number', 'of', 'complaints', 'about', 'a', 'business', 'may', 'not', 'be', 'a', 'reliable', 'measure', 'as', 'to', 'whether', 'it', 'is', 'appropriately', 'conducting', 'business', 'The', 'information', 'in', 'this', 'database', 'is', 'updated', 'as', 'soon', 'as', 'possible', 'However', 'recently', 'submitted', 'complaints', 'may', 'not', 'be', 'immediately', 'available', 'The', 'statements', 'in', 'this', 'database', 'do', 'not', 'necessarily', 'reflect', 'the', 'opinion', 'of', 'the', 'DOJ', 'For', 'more', 'information', 'see', 'http', '//www', 'doj', 'state', 'or', 'us/finfraud/index', 'shtml']",Oregon Department of Justice,"['closing_description', 'date_open', 'date_closed', 'reference_no_', 'respondent', 'business_type', 'zip', 'status', 'geo_data_location', 'state', 'city', 'address_2', 'address_1', 'complaint_description']","['Closing Description', 'Date Open', 'Date Closed', 'Reference No.', 'Respondent', 'Business Type', 'Zip', 'Status', 'Geo data_location', 'State', 'City', 'Address 2', 'Address 1', 'Complaint Description']",dataset,"['public safety', 'demographics']",Public Safety,"['ag', 'doj', 'department of justice', 'attorney general', 'consumer protection', 'complaint', 'consumer']",official,5191.0,39.0,6.0,11426.0,13.4801590733,data.oregon.gov,"['ag', 'doj', 'department', 'of', 'justice', 'attorney', 'general', 'consumer', 'protection', 'complaint', 'consumer', 'public', 'safety', 'demographics', 'public', 'safety']","['ag', 'doj', 'department', 'of', 'justice', 'attorney', 'general', 'consumer', 'protection', 'complaint', 'consumer', 'public', 'safety', 'demographics', 'public', 'safety', 'Consumer', 'complaints', 'registered', 'with', 'the', 'Oregon', 'Dept', 'of', 'Justice', 'The', 'database', 'of', 'consumer', 'complaints', 'is', 'derived', 'from', 'consumer', 'contacts', 'for', 'the', 'past', '3', 'years', 'and', 'is', 'for', 'information', 'only', 'This', 'database', 'may', 'not', 'offer', 'a', 'completely', 'accurate', 'or', 'comprehensive', 'account', 'of', 'every', 'incident', 'Several', 'factors', 'including', 'a', 'company’s', 'size', 'and', 'volume', 'of', 'transactions', 'may', 'affect', 'the', 'likelihood', 'of', 'a', 'consumer', 'complaint', 'being', 'filed', 'The', 'number', 'of', 'complaints', 'about', 'a', 'business', 'may', 'not', 'be', 'a', 'reliable', 'measure', 'as', 'to', 'whether', 'it', 'is', 'appropriately', 'conducting', 'business', 'The', 'information', 'in', 'this', 'database', 'is', 'updated', 'as', 'soon', 'as', 'possible', 'However', 'recently', 'submitted', 'complaints', 'may', 'not', 'be', 'immediately', 'available', 'The', 'statements', 'in', 'this', 'database', 'do', 'not', 'necessarily', 'reflect', 'the', 'opinion', 'of', 'the', 'DOJ', 'For', 'more', 'information', 'see', 'http', '//www', 'doj', 'state', 'or', 'us/finfraud/index', 'shtml']","[(4, 0.14586903126380177), (8, 0.02681197479871306), (13, 0.014194243459979602), (19, 0.078381510441326574), (20, 0.058580908280768375), (21, 0.030907500729853488), (23, 0.018673341440205257), (24, 0.14775549543046881), (26, 0.050586787910818484), (27, 0.060262306159084886), (31, 0.032080950831841509), (32, 0.012647375024748705), (33, 0.01973023458398019), (37, 0.030960624807821951), (41, 0.1006264846199638), (42, 0.055052357048301734), (43, 0.045335912985400906), (45, 0.035358093529226149), (48, 0.028890436945471647)]","[(24, 0.14775549543046881), (4, 0.14586903126380177), (41, 0.1006264846199638), (19, 0.07838151044132657), (27, 0.060262306159084886), (20, 0.058580908280768375), (42, 0.055052357048301734), (26, 0.050586787910818484), (43, 0.045335912985400906), (45, 0.03535809352922615), (31, 0.03208095083184151), (37, 0.03096062480782195), (21, 0.030907500729853488), (48, 0.028890436945471647), (8, 0.02681197479871306), (33, 0.01973023458398019), (23, 0.018673341440205257), (13, 0.014194243459979602), (32, 0.012647375024748705)]",24
2027,2027,2027,Boundaries - Wards (2015-),"['Ward', 'boundaries', 'in', 'Chicago', 'from', 'May', '2015', 'onward', 'corresponding', 'to', 'the', 'dates', 'when', 'a', 'new', 'City', 'Council', 'is', 'sworn', 'in', 'based', 'on', 'the', 'immediately', 'preceding', 'elections', 'Neither', 'this', 'description', 'nor', 'the', 'dataset', 'should', 'be', 'relied', 'upon', 'in', 'situations', 'where', 'legal', 'precision', 'is', 'required', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)']",City of Chicago,[],[],map,"['politics', 'demographics']",Facilities & Geographic Boundaries,"['gis', 'shapefiles', 'kml', 'kmz', 'map_layer']",official,3424.0,422.0,88.0,11146.0,13.4443678684,data.cityofchicago.org,"['gis', 'shapefiles', 'kml', 'kmz', 'map_layer', 'politics', 'demographics', 'facilities', '&', 'geographic', 'boundaries']","['gis', 'shapefiles', 'kml', 'kmz', 'map_layer', 'politics', 'demographics', 'facilities', '&', 'geographic', 'boundaries', 'Ward', 'boundaries', 'in', 'Chicago', 'from', 'May', '2015', 'onward', 'corresponding', 'to', 'the', 'dates', 'when', 'a', 'new', 'City', 'Council', 'is', 'sworn', 'in', 'based', 'on', 'the', 'immediately', 'preceding', 'elections', 'Neither', 'this', 'description', 'nor', 'the', 'dataset', 'should', 'be', 'relied', 'upon', 'in', 'situations', 'where', 'legal', 'precision', 'is', 'required', 'The', 'data', 'can', 'be', 'viewed', 'on', 'the', 'Chicago', 'Data', 'Portal', 'with', 'a', 'web', 'browser', 'However', 'to', 'view', 'or', 'use', 'the', 'files', 'outside', 'of', 'a', 'web', 'browser', 'you', 'will', 'need', 'to', 'use', 'compression', 'software', 'and', 'special', 'GIS', 'software', 'such', 'as', 'ESRI', 'ArcGIS', '(shapefile)', 'or', 'Google', 'Earth', '(KML', 'or', 'KMZ)']","[(0, 0.018151562366203928), (1, 0.017529364033697828), (21, 0.038234650260797448), (23, 0.023196623981496061), (24, 0.63247908807708952), (26, 0.039894970448272005), (29, 0.047432280133017687), (31, 0.062741352329360914), (38, 0.053578089179741203), (43, 0.01961678368802958), (46, 0.017285228393876886), (51, 0.017039494287905028)]","[(24, 0.6324790880770895), (31, 0.06274135232936091), (38, 0.0535780891797412), (29, 0.04743228013301769), (26, 0.039894970448272005), (21, 0.03823465026079745), (23, 0.02319662398149606), (43, 0.01961678368802958), (0, 0.018151562366203928), (1, 0.017529364033697828), (46, 0.017285228393876886), (51, 0.01703949428790503)]",24
2043,2043,2043,Chicago Public Schools - Geographic Networks,"['District', 'run', 'schools', 'in', 'CPS', 'are', 'organized', 'into', '13', 'Geographic', 'Networks', 'which', 'provide', 'administrative', 'support', 'strategic', 'direction', 'and', 'leadership', 'development', 'to', 'the', 'schools', 'within', 'each', 'Network', 'To', 'view', 'or', 'use', 'these', 'shapefiles', 'compression', 'software', 'such', 'as', '7', 'Zip', 'and', 'special', 'GIS', 'software', 'such', 'as', 'Google', 'Earth', 'or', 'ArcGIS', 'are', 'required']",Chicago Public Schools,[],[],map,['education'],Education,"['shapefiles', 'kmz', 'kml', '2017', '2016', 'gis', 'map_layer', 'schools', 'cps', 'network', 'boundaries']",official,1642.0,422.0,113.0,9891.0,13.2720465244,data.cityofchicago.org,"['shapefiles', 'kmz', 'kml', '2017', '2016', 'gis', 'map_layer', 'schools', 'cps', 'network', 'boundaries', 'education', 'education']","['shapefiles', 'kmz', 'kml', '2017', '2016', 'gis', 'map_layer', 'schools', 'cps', 'network', 'boundaries', 'education', 'education', 'District', 'run', 'schools', 'in', 'CPS', 'are', 'organized', 'into', '13', 'Geographic', 'Networks', 'which', 'provide', 'administrative', 'support', 'strategic', 'direction', 'and', 'leadership', 'development', 'to', 'the', 'schools', 'within', 'each', 'Network', 'To', 'view', 'or', 'use', 'these', 'shapefiles', 'compression', 'software', 'such', 'as', '7', 'Zip', 'and', 'special', 'GIS', 'software', 'such', 'as', 'Google', 'Earth', 'or', 'ArcGIS', 'are', 'required']","[(0, 0.054366753898360536), (1, 0.024267399267399278), (3, 0.042059888124590106), (12, 0.026875333495633116), (14, 0.028020087058209808), (21, 0.028474683465149499), (22, 0.046713866487344179), (24, 0.35044429405082866), (26, 0.028219401859722344), (34, 0.16255748564933789), (38, 0.020359581143696046), (39, 0.047773878737796288), (45, 0.030284434219732263), (47, 0.031370416802388668), (49, 0.02708658826537623), (51, 0.034642390990919057)]","[(24, 0.35044429405082866), (34, 0.1625574856493379), (0, 0.054366753898360536), (39, 0.04777387873779629), (22, 0.04671386648734418), (3, 0.042059888124590106), (51, 0.03464239099091906), (47, 0.03137041680238867), (45, 0.030284434219732263), (21, 0.0284746834651495), (26, 0.028219401859722344), (14, 0.028020087058209808), (49, 0.02708658826537623), (12, 0.026875333495633116), (1, 0.02426739926739928), (38, 0.020359581143696046)]",24
